Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Synj2bp	ENSMUST00000163402.2	synaptojanin 2 binding protein 	608	2	0	0	2	0	mmu-miR-5099	-0.10	-0.26	< 0.1
Vsig10	ENSMUST00000111967.2	V-set and immunoglobulin domain containing 10 	219	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Zfp275	ENSMUST00000114499.2	zinc finger protein 275 	848	1	0	0	1	1	mmu-miR-5099	-0.10	-0.10	< 0.1
Fam35a	ENSMUST00000111917.1	family with sequence similarity 35, member A 	33	1	0	0	1	1	mmu-miR-5099	-0.10	-0.17	< 0.1
Dcaf12l1	ENSMUST00000115056.1	DDB1 and CUL4 associated factor 12-like 1 	268	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Kcnip3	ENSMUST00000028850.9	Kv channel interacting protein 3, calsenilin 	11	1	0	1	0	0	mmu-miR-5099	-0.10	-0.18	< 0.1
Klhl26	ENSMUST00000066597.6	kelch-like 26 	889	1	0	0	1	1	mmu-miR-5099	-0.10	-0.14	< 0.1
Pcdh19	ENSMUST00000167944.2	protocadherin 19 	427	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Mal	ENSMUST00000028854.9	myelin and lymphocyte protein, T cell differentiation protein 	244	1	0	0	1	0	mmu-miR-5099	-0.10	-0.14	< 0.1
8030462N17Rik	ENSMUST00000074653.4	RIKEN cDNA 8030462N17 gene 	353	1	0	0	1	0	mmu-miR-5099	-0.10	-0.11	< 0.1
Prkab2	ENSMUST00000045743.7	protein kinase, AMP-activated, beta 2 non-catalytic subunit 	1595	1	0	0	1	1	mmu-miR-5099	-0.10	-0.10	< 0.1
Dmbx1	ENSMUST00000064806.7	diencephalon/mesencephalon homeobox 1 	5	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Gosr1	ENSMUST00000010536.8	golgi SNAP receptor complex member 1 	332	1	0	0	1	2	mmu-miR-5099	-0.10	-0.24	< 0.1
Ncoa2	ENSMUST00000081713.5	nuclear receptor coactivator 2 	901	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Etnppl	ENSMUST00000072271.7	ethanolamine phosphate phospholyase 	733	1	1	0	0	0	mmu-miR-5099	-0.10	-0.49	< 0.1
Katnal1	ENSMUST00000047257.9	katanin p60 subunit A-like 1 	219	1	0	0	1	1	mmu-miR-5099	-0.10	-0.13	< 0.1
Mettl4	ENSMUST00000171284.1	methyltransferase like 4 	455	1	0	0	1	1	mmu-miR-5099	-0.10	-0.12	< 0.1
Cmah	ENSMUST00000167746.2	cytidine monophospho-N-acetylneuraminic acid hydroxylase 	408	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Pcdh15	ENSMUST00000064562.8	protocadherin 15 	5	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Gad2	ENSMUST00000028123.3	glutamic acid decarboxylase 2 	5	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
Cast	ENSMUST00000065629.4	calpastatin 	728	1	0	0	1	0	mmu-miR-5099	-0.10	-0.13	< 0.1
Cdkl2	ENSMUST00000086978.6	cyclin-dependent kinase-like 2 (CDC2-related kinase) 	161	1	0	0	1	0	mmu-miR-5099	-0.10	-0.10	< 0.1
B3gnt5	ENSMUST00000164397.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 	26	1	0	0	1	0	mmu-miR-5099	-0.10	-0.15	< 0.1
Lingo2	ENSMUST00000164772.2	leucine rich repeat and Ig domain containing 2 	23	2	0	0	2	2	mmu-miR-5099	-0.10	-0.41	< 0.1
Hist1h2bg	ENSMUST00000079251.6	histone cluster 1, H2bg 	34	1	0	0	1	0	mmu-miR-5099	-0.10	-0.17	< 0.1
Arhgap19	ENSMUST00000026150.9	Rho GTPase activating protein 19 	733	1	0	0	1	1	mmu-miR-5099	-0.10	-0.10	< 0.1
Bclaf1	ENSMUST00000092678.4	BCL2-associated transcription factor 1 	3600	1	0	0	1	0	mmu-miR-5099	-0.10	-0.12	< 0.1
Erbb4	ENSMUST00000119142.2	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian) 	27	1	0	0	1	1	mmu-miR-5099	-0.10	-0.10	< 0.1
Sgip1	ENSMUST00000106882.3	SH3-domain GRB2-like (endophilin) interacting protein 1 	52	1	0	0	1	0	mmu-miR-5099	-0.09	-0.10	< 0.1
Senp8	ENSMUST00000163586.2	SUMO/sentrin specific peptidase 8 	201	2	0	0	2	1	mmu-miR-5099	-0.09	-0.33	< 0.1
Zfp518b	ENSMUST00000057258.5	zinc finger protein 518B 	356	1	0	1	0	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Ankrd63	ENSMUST00000104937.1	ankyrin repeat domain 63 	5	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Thy1	ENSMUST00000114840.1	thymus cell antigen 1, theta 	746	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Heca	ENSMUST00000037879.6	headcase homolog (Drosophila) 	240	1	0	0	1	0	mmu-miR-5099	-0.09	-0.14	< 0.1
Cadm2	ENSMUST00000114292.2	cell adhesion molecule 2 	17	2	0	0	2	0	mmu-miR-5099	-0.09	-0.14	< 0.1
Rsrc1	ENSMUST00000161726.1	arginine/serine-rich coiled-coil 1 	545	1	0	0	1	1	mmu-miR-5099	-0.09	-0.20	< 0.1
Kidins220	ENSMUST00000066652.5	kinase D-interacting substrate 220 	1847	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Rps6kb1	ENSMUST00000154617.2	ribosomal protein S6 kinase, polypeptide 1 	1121	1	0	0	1	1	mmu-miR-5099	-0.09	-0.17	< 0.1
Wdfy2	ENSMUST00000014691.8	WD repeat and FYVE domain containing 2 	1409	1	0	0	1	1	mmu-miR-5099	-0.09	-0.10	< 0.1
Cpeb4	ENSMUST00000109412.3	cytoplasmic polyadenylation element binding protein 4 	4130	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Rab31	ENSMUST00000070673.7	RAB31, member RAS oncogene family 	19	1	0	0	1	0	mmu-miR-5099	-0.09	-0.11	< 0.1
Cd33	ENSMUST00000039861.5	CD33 antigen 	189	1	0	0	1	0	mmu-miR-5099	-0.09	-0.12	< 0.1
Cachd1	ENSMUST00000030257.9	cache domain containing 1 	1388	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Pappa	ENSMUST00000084501.3	pregnancy-associated plasma protein A 	33	2	0	0	2	0	mmu-miR-5099	-0.09	-0.10	< 0.1
Sema5a	ENSMUST00000067458.6	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A 	202	1	0	0	1	1	mmu-miR-5099	-0.09	-0.10	< 0.1
Slc23a2	ENSMUST00000028815.9	solute carrier family 23 (nucleobase transporters), member 2 	47	1	0	0	1	0	mmu-miR-5099	-0.09	-0.10	< 0.1
Klhl32	ENSMUST00000108214.3	kelch-like 32 	16	1	0	0	1	0	mmu-miR-5099	-0.09	-0.10	< 0.1
Atp11c	ENSMUST00000154051.2	ATPase, class VI, type 11C 	407	1	0	0	1	1	mmu-miR-5099	-0.09	-0.11	< 0.1
Bcl2l2	ENSMUST00000133397.2	BCL2-like 2 	238	1	0	0	1	2	mmu-miR-5099	-0.09	-0.10	< 0.1
Cd274	ENSMUST00000016640.7	CD274 antigen 	57	1	0	0	1	0	mmu-miR-5099	-0.09	-0.10	< 0.1
Hecw1	ENSMUST00000110516.2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 	5	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Cc2d1b	ENSMUST00000030320.7	coiled-coil and C2 domain containing 1B 	62	1	0	0	1	0	mmu-miR-5099	-0.09	-0.15	< 0.1
Ptprb	ENSMUST00000092167.5	protein tyrosine phosphatase, receptor type, B 	2280	2	0	0	2	2	mmu-miR-5099	-0.09	-0.10	< 0.1
Eaf1	ENSMUST00000022446.5	ELL associated factor 1 	649	1	0	1	0	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Adamts2	ENSMUST00000040523.8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 	244	1	0	0	1	2	mmu-miR-5099	-0.09	-0.10	< 0.1
Sel1l2	ENSMUST00000122367.2	sel-1 suppressor of lin-12-like 2 (C. elegans) 	9	1	0	0	1	0	mmu-miR-5099	-0.09	-0.21	< 0.1
Fgf12	ENSMUST00000100024.1	fibroblast growth factor 12 	18	1	0	0	1	0	mmu-miR-5099	-0.09	-0.14	< 0.1
D130040H23Rik	ENSMUST00000078257.6	RIKEN cDNA D130040H23 gene 	83	1	0	0	1	7	mmu-miR-5099	-0.09	-0.11	< 0.1
Ppp2r5c	ENSMUST00000084985.4	protein phosphatase 2, regulatory subunit B', gamma 	2646	1	0	0	1	0	mmu-miR-5099	-0.09	-0.09	< 0.1
Klra2	ENSMUST00000032306.9	killer cell lectin-like receptor, subfamily A, member 2 	51	1	0	0	1	0	mmu-miR-5099	-0.09	-0.20	< 0.1
Pter	ENSMUST00000028063.5	phosphotriesterase related 	1482	2	0	0	2	0	mmu-miR-5099	-0.09	-0.30	< 0.1
Mapk1ip1l	ENSMUST00000164235.1	mitogen-activated protein kinase 1 interacting protein 1-like 	1272	1	0	0	1	1	mmu-miR-5099	-0.09	-0.11	< 0.1
Ccdc39	ENSMUST00000029222.5	coiled-coil domain containing 39 	52	1	0	0	1	0	mmu-miR-5099	-0.09	-0.11	< 0.1
Cntn5	ENSMUST00000162484.2	contactin 5 	27	1	0	0	1	0	mmu-miR-5099	-0.09	-0.11	< 0.1
Nlrp1b	ENSMUST00000108515.3	NLR family, pyrin domain containing 1B 	19	1	0	0	1	0	mmu-miR-5099	-0.09	-0.17	< 0.1
Mbd5	ENSMUST00000112745.2	methyl-CpG binding domain protein 5 	327	1	0	0	1	2	mmu-miR-5099	-0.09	-0.17	< 0.1
B4galnt2	ENSMUST00000038343.6	beta-1,4-N-acetyl-galactosaminyl transferase 2 	8	1	0	0	1	1	mmu-miR-5099	-0.09	-0.22	< 0.1
Trpm3	ENSMUST00000037901.7	transient receptor potential cation channel, subfamily M, member 3 	21	1	0	0	1	2	mmu-miR-5099	-0.09	-0.09	< 0.1
Ntrk2	ENSMUST00000109838.3	neurotrophic tyrosine kinase, receptor, type 2 	358	1	0	1	0	0	mmu-miR-5099	-0.09	-0.24	< 0.1
Prox1	ENSMUST00000175916.2	prospero homeobox 1 	626	1	0	0	1	1	mmu-miR-5099	-0.09	-0.10	< 0.1
Zfp109	ENSMUST00000037448.6	zinc finger protein 109 	61	1	0	0	1	1	mmu-miR-5099	-0.09	-0.12	< 0.1
Taok1	ENSMUST00000017435.5	TAO kinase 1 	1659	1	0	0	1	2	mmu-miR-5099	-0.09	-0.09	< 0.1
Agpat5	ENSMUST00000149565.2	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon) 	1377	1	0	1	0	3	mmu-miR-5099	-0.09	-0.28	< 0.1
Tmtc1	ENSMUST00000060095.9	transmembrane and tetratricopeptide repeat containing 1 	433	1	0	0	1	0	mmu-miR-5099	-0.09	-0.14	< 0.1
Brwd3	ENSMUST00000150434.2	bromodomain and WD repeat domain containing 3 	489	1	0	1	0	0	mmu-miR-5099	-0.08	-0.09	< 0.1
Ctnna3	ENSMUST00000105440.2	catenin (cadherin associated protein), alpha 3 	168	2	0	0	2	3	mmu-miR-5099	-0.08	-0.17	< 0.1
Gna13	ENSMUST00000020930.8	guanine nucleotide binding protein, alpha 13 	1286	1	0	0	1	0	mmu-miR-5099	-0.08	-0.10	< 0.1
Shprh	ENSMUST00000044053.7	SNF2 histone linker PHD RING helicase 	422	1	0	0	1	1	mmu-miR-5099	-0.08	-0.11	< 0.1
Adcy5	ENSMUST00000114913.1	adenylate cyclase 5 	377	1	0	0	1	0	mmu-miR-5099	-0.08	-0.20	< 0.1
Hao2	ENSMUST00000029464.7	hydroxyacid oxidase 2 	2622	1	0	0	1	1	mmu-miR-5099	-0.08	-0.19	< 0.1
Arhgef9	ENSMUST00000113876.3	CDC42 guanine nucleotide exchange factor (GEF) 9 	44	2	0	0	2	2	mmu-miR-5099	-0.08	-0.29	< 0.1
Adamts15	ENSMUST00000065112.6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15 	17	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Itga9	ENSMUST00000044165.8	integrin alpha 9 	429	1	0	0	1	0	mmu-miR-5099	-0.08	-0.10	< 0.1
Pqlc2	ENSMUST00000053862.6	PQ loop repeat containing 2 	445	1	0	0	1	0	mmu-miR-5099	-0.08	-0.14	< 0.1
Mpp5	ENSMUST00000082024.5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	289	1	0	0	1	0	mmu-miR-5099	-0.08	-0.12	< 0.1
Rasal3	ENSMUST00000063824.8	RAS protein activator like 3 	26	1	0	0	1	0	mmu-miR-5099	-0.08	-0.20	< 0.1
Rnf149	ENSMUST00000062525.5	ring finger protein 149 	465	1	0	0	1	1	mmu-miR-5099	-0.08	-0.16	< 0.1
Mib1	ENSMUST00000052838.5	mindbomb homolog 1 (Drosophila) 	2465	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Mmp25	ENSMUST00000024696.7	matrix metallopeptidase 25 	31	1	0	0	1	1	mmu-miR-5099	-0.08	-0.20	< 0.1
Timp3	ENSMUST00000020234.8	tissue inhibitor of metalloproteinase 3 	10779	1	0	0	1	1	mmu-miR-5099	-0.08	-0.10	< 0.1
Slitrk4	ENSMUST00000069926.8	SLIT and NTRK-like family, member 4 	18	1	0	1	0	2	mmu-miR-5099	-0.08	-0.14	< 0.1
Fam76b	ENSMUST00000059579.6	family with sequence similarity 76, member B 	1077	1	0	0	1	0	mmu-miR-5099	-0.08	-0.10	< 0.1
K230010J24Rik	ENSMUST00000187976.1	RIKEN cDNA K230010J24 gene 	40	1	0	0	1	0	mmu-miR-5099	-0.08	-0.15	< 0.1
Colgalt2	ENSMUST00000044311.8	collagen beta(1-O)galactosyltransferase 2 	254	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
2610002M06Rik	ENSMUST00000120722.1	RIKEN cDNA 2610002M06 gene 	728	1	0	0	1	0	mmu-miR-5099	-0.08	-0.20	< 0.1
AU022252	ENSMUST00000141112.1	expressed sequence AU022252 	907	2	1	0	1	0	mmu-miR-5099	-0.08	-0.53	< 0.1
Klhl36	ENSMUST00000034287.8	kelch-like 36 	130	1	1	0	0	0	mmu-miR-5099	-0.08	-0.16	< 0.1
2010002M12Rik	ENSMUST00000112463.1	RIKEN cDNA 2010002M12 gene 	26	1	0	0	1	1	mmu-miR-5099	-0.08	-0.27	< 0.1
Rnf152	ENSMUST00000058688.6	ring finger protein 152 	313	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Slc4a7	ENSMUST00000057015.6	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	2207	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Trip11	ENSMUST00000021605.8	thyroid hormone receptor interactor 11 	569	1	0	0	1	0	mmu-miR-5099	-0.08	-0.10	< 0.1
Zfp202	ENSMUST00000168832.1	zinc finger protein 202 	50	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Kdsr	ENSMUST00000010049.5	3-ketodihydrosphingosine reductase 	732	1	0	0	1	0	mmu-miR-5099	-0.08	-0.14	< 0.1
Rab3c	ENSMUST00000167824.1	RAB3C, member RAS oncogene family 	43	2	0	1	1	1	mmu-miR-5099	-0.08	-0.15	< 0.1
Gria2	ENSMUST00000107745.2	glutamate receptor, ionotropic, AMPA2 (alpha 2) 	5	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Tceb1	ENSMUST00000188641.1	transcription elongation factor B (SIII), polypeptide 1 	2260	1	0	0	1	1	mmu-miR-5099	-0.08	-0.20	< 0.1
Acss3	ENSMUST00000165067.2	acyl-CoA synthetase short-chain family member 3 	204	1	0	0	1	0	mmu-miR-5099	-0.08	-0.09	< 0.1
Uhmk1	ENSMUST00000123399.1	U2AF homology motif (UHM) kinase 1 	267	1	0	0	1	1	mmu-miR-5099	-0.08	-0.10	< 0.1
Dip2b	ENSMUST00000100203.4	DIP2 disco-interacting protein 2 homolog B (Drosophila) 	1957	1	0	0	1	0	mmu-miR-5099	-0.08	-0.08	< 0.1
Tmeff2	ENSMUST00000081851.3	transmembrane protein with EGF-like and two follistatin-like domains 2 	213	1	0	0	1	1	mmu-miR-5099	-0.08	-0.22	< 0.1
Kcnq3	ENSMUST00000070256.7	potassium voltage-gated channel, subfamily Q, member 3 	10	1	0	0	1	0	mmu-miR-5099	-0.07	-0.07	< 0.1
Phkb	ENSMUST00000053771.8	phosphorylase kinase beta 	240	1	0	0	1	1	mmu-miR-5099	-0.07	-0.12	< 0.1
Prdm11	ENSMUST00000111274.2	PR domain containing 11 	40	1	0	0	1	0	mmu-miR-5099	-0.07	-0.08	< 0.1
Clstn1	ENSMUST00000105691.2	calsyntenin 1 	3518	1	0	0	1	0	mmu-miR-5099	-0.07	-0.08	< 0.1
Fsd1l	ENSMUST00000132151.2	fibronectin type III and SPRY domain containing 1-like 	162	1	0	0	1	0	mmu-miR-5099	-0.07	-0.09	< 0.1
Wnt16	ENSMUST00000031681.4	wingless-related MMTV integration site 16 	9	1	0	0	1	1	mmu-miR-5099	-0.07	-0.18	< 0.1
Cep170b	ENSMUST00000101018.4	centrosomal protein 170B 	523	1	0	0	1	0	mmu-miR-5099	-0.07	-0.07	< 0.1
Rpl37	ENSMUST00000045356.7	ribosomal protein L37 	244	1	0	0	1	1	mmu-miR-5099	-0.07	-0.36	< 0.1
Ubn2	ENSMUST00000160583.2	ubinuclein 2 	207	1	0	0	1	0	mmu-miR-5099	-0.07	-0.08	< 0.1
Zfp459	ENSMUST00000056470.8	zinc finger protein 459 	19	1	0	0	1	0	mmu-miR-5099	-0.07	-0.13	< 0.1
Insl6	ENSMUST00000052380.4	insulin-like 6 	54	1	0	1	0	0	mmu-miR-5099	-0.07	-0.34	< 0.1
Parva	ENSMUST00000033030.8	parvin, alpha 	5521	1	0	0	1	0	mmu-miR-5099	-0.07	-0.08	< 0.1
Gys1	ENSMUST00000003964.9	glycogen synthase 1, muscle 	3815	1	0	0	1	1	mmu-miR-5099	-0.07	-0.10	< 0.1
Ago4	ENSMUST00000084289.4	argonaute RISC catalytic subunit 4 	13	1	0	0	1	0	mmu-miR-5099	-0.07	-0.08	< 0.1
Siglece	ENSMUST00000032667.8	sialic acid binding Ig-like lectin E 	28	1	0	0	1	0	mmu-miR-5099	-0.07	-0.18	< 0.1
Vwa5a	ENSMUST00000001544.6	von Willebrand factor A domain containing 5A 	1770	1	0	0	1	2	mmu-miR-5099	-0.07	-0.13	< 0.1
Aplp2	ENSMUST00000072634.8	amyloid beta (A4) precursor-like protein 2 	1577	1	0	1	0	1	mmu-miR-5099	-0.07	-0.26	< 0.1
Syn3	ENSMUST00000120638.2	synapsin III 	99	1	0	0	1	2	mmu-miR-5099	-0.07	-0.10	< 0.1
Pik3c2a	ENSMUST00000170430.1	phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide 	863	1	0	0	1	0	mmu-miR-5099	-0.07	-0.07	< 0.1
Gabarapl2	ENSMUST00000034428.7	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2 	182	1	0	0	1	0	mmu-miR-5099	-0.07	-0.12	< 0.1
Pura	ENSMUST00000051301.3	purine rich element binding protein A 	652	2	0	0	2	2	mmu-miR-5099	-0.07	-0.15	< 0.1
Nav3	ENSMUST00000032719.8	neuron navigator 3 	226	1	0	0	1	0	mmu-miR-5099	-0.07	-0.07	< 0.1
Chrna1	ENSMUST00000028515.3	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle) 	79	3	0	0	3	0	mmu-miR-5099	-0.07	-0.36	< 0.1
Stk32a	ENSMUST00000045477.4	serine/threonine kinase 32A 	57	1	0	0	1	0	mmu-miR-5099	-0.07	-0.12	< 0.1
Ung	ENSMUST00000031587.7	uracil DNA glycosylase 	1481	1	0	0	1	0	mmu-miR-5099	-0.07	-0.07	< 0.1
Hip1	ENSMUST00000060311.8	huntingtin interacting protein 1 	1166	1	0	0	1	1	mmu-miR-5099	-0.07	-0.07	< 0.1
Tmem136	ENSMUST00000061833.4	transmembrane protein 136 	133	1	0	0	1	0	mmu-miR-5099	-0.07	-0.09	< 0.1
Cep68	ENSMUST00000050611.8	centrosomal protein 68 	211	1	0	0	1	0	mmu-miR-5099	-0.07	-0.09	< 0.1
Fgf1	ENSMUST00000117566.2	fibroblast growth factor 1 	617	1	0	0	1	1	mmu-miR-5099	-0.07	-0.17	< 0.1
Kif3b	ENSMUST00000028977.6	kinesin family member 3B 	387	1	0	0	1	2	mmu-miR-5099	-0.07	-0.07	< 0.1
Trps1	ENSMUST00000165201.3	trichorhinophalangeal syndrome I (human) 	826	1	0	0	1	1	mmu-miR-5099	-0.07	-0.08	< 0.1
Wdr5b	ENSMUST00000042203.8	WD repeat domain 5B 	137	1	0	0	1	0	mmu-miR-5099	-0.07	-0.14	< 0.1
Lrat	ENSMUST00000029632.6	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase) 	316	1	0	0	1	2	mmu-miR-5099	-0.07	-0.22	< 0.1
Dlgap2	ENSMUST00000133298.2	discs, large (Drosophila) homolog-associated protein 2 	5	1	0	1	0	2	mmu-miR-5099	-0.07	-0.16	< 0.1
Ptchd4	ENSMUST00000048691.4	patched domain containing 4 	25	1	0	0	1	0	mmu-miR-5099	-0.07	-0.07	< 0.1
Vgll3	ENSMUST00000168064.1	vestigial like 3 (Drosophila) 	1036	1	0	0	1	1	mmu-miR-5099	-0.07	-0.14	< 0.1
Chrna7	ENSMUST00000032738.5	cholinergic receptor, nicotinic, alpha polypeptide 7 	29	1	0	0	1	0	mmu-miR-5099	-0.07	-0.11	< 0.1
Gm2381	ENSMUST00000174558.1	predicted gene 2381 	14	1	0	0	1	0	mmu-miR-5099	-0.07	-0.08	< 0.1
Gm3629	ENSMUST00000171706.1	predicted gene 3629 	15	1	0	0	1	0	mmu-miR-5099	-0.07	-0.10	< 0.1
Acnat2	ENSMUST00000081541.3	acyl-coenzyme A amino acid N-acyltransferase 2 	356	1	0	0	1	0	mmu-miR-5099	-0.07	-0.13	< 0.1
Hexim1	ENSMUST00000053063.6	hexamethylene bis-acetamide inducible 1 	84	2	0	0	2	0	mmu-miR-5099	-0.07	-0.33	< 0.1
Zbtb21	ENSMUST00000113734.3	zinc finger and BTB domain containing 21 	513	2	0	0	2	0	mmu-miR-5099	-0.07	-0.18	< 0.1
Zfp398	ENSMUST00000114598.1	zinc finger protein 398 	264	1	0	0	1	1	mmu-miR-5099	-0.07	-0.07	< 0.1
Sesn3	ENSMUST00000034507.7	sestrin 3 	3314	1	0	0	1	0	mmu-miR-5099	-0.06	-0.07	< 0.1
Nol11	ENSMUST00000106757.2	nucleolar protein 11 	647	1	0	0	1	0	mmu-miR-5099	-0.06	-0.09	< 0.1
2010012O05Rik	ENSMUST00000074912.7	RIKEN cDNA 2010012O05 gene 	159	1	0	0	1	0	mmu-miR-5099	-0.06	-0.15	< 0.1
Ppm1h	ENSMUST00000067918.6	protein phosphatase 1H (PP2C domain containing) 	365	2	0	0	2	0	mmu-miR-5099	-0.06	-0.19	< 0.1
Ppp1r15b	ENSMUST00000052529.3	protein phosphatase 1, regulatory (inhibitor) subunit 15b 	2416	1	0	0	1	0	mmu-miR-5099	-0.06	-0.07	< 0.1
Actr1a	ENSMUST00000040270.4	ARP1 actin-related protein 1A, centractin alpha 	165	1	0	1	0	1	mmu-miR-5099	-0.06	-0.09	< 0.1
9630033F20Rik	ENSMUST00000039913.8	RIKEN cDNA 9630033F20 gene 	740	2	0	0	2	1	mmu-miR-5099	-0.06	-0.33	< 0.1
Tmem178b	ENSMUST00000061740.7	transmembrane protein 178B 	8	1	0	0	1	2	mmu-miR-5099	-0.06	-0.17	< 0.1
Gm9922	ENSMUST00000066461.3	predicted gene 9922 	8	1	0	0	1	0	mmu-miR-5099	-0.06	-0.15	< 0.1
Ercc6	ENSMUST00000066807.6	excision repair cross-complementing rodent repair deficiency, complementation group 6 	156	1	0	0	1	0	mmu-miR-5099	-0.06	-0.07	< 0.1
Arsk	ENSMUST00000120573.1	arylsulfatase K 	164	1	0	0	1	0	mmu-miR-5099	-0.06	-0.19	< 0.1
Taf7	ENSMUST00000066272.4	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor 	81	1	0	0	1	0	mmu-miR-5099	-0.06	-0.16	< 0.1
Scn3a	ENSMUST00000066432.6	sodium channel, voltage-gated, type III, alpha 	149	2	0	0	2	0	mmu-miR-5099	-0.06	-0.20	< 0.1
Lrrc8c	ENSMUST00000067924.7	leucine rich repeat containing 8 family, member C 	439	1	0	0	1	1	mmu-miR-5099	-0.06	-0.10	< 0.1
Selk	ENSMUST00000112268.1	selenoprotein K 	2898	1	0	0	1	1	mmu-miR-5099	-0.06	-0.15	< 0.1
Gm13151	ENSMUST00000148762.3	predicted gene 13151 	25	1	0	0	1	0	mmu-miR-5099	-0.06	-0.09	< 0.1
Ccdc141	ENSMUST00000049544.8	coiled-coil domain containing 141 	251	1	0	0	1	1	mmu-miR-5099	-0.06	-0.11	< 0.1
Zfp39	ENSMUST00000102703.1	zinc finger protein 39 	82	1	0	0	1	0	mmu-miR-5099	-0.06	-0.18	< 0.1
2810006K23Rik	ENSMUST00000077376.2	RIKEN cDNA 2810006K23 gene 	55	1	0	0	1	0	mmu-miR-5099	-0.06	-0.17	< 0.1
Lpp	ENSMUST00000038053.7	LIM domain containing preferred translocation partner in lipoma 	4534	3	0	0	3	1	mmu-miR-5099	-0.06	-0.06	< 0.1
Agr3	ENSMUST00000042101.4	anterior gradient 3 	35	2	0	0	2	2	mmu-miR-5099	-0.06	-0.42	< 0.1
Fibcd1	ENSMUST00000028188.7	fibrinogen C domain containing 1 	5	1	0	0	1	0	mmu-miR-5099	-0.06	-0.06	< 0.1
Trove2	ENSMUST00000159879.1	TROVE domain family, member 2 	122	2	0	0	2	2	mmu-miR-5099	-0.06	-0.23	< 0.1
Olfr70	ENSMUST00000055545.3	olfactory receptor 70 	5	1	0	0	1	0	mmu-miR-5099	-0.06	-0.06	< 0.1
Dhcr24	ENSMUST00000047973.3	24-dehydrocholesterol reductase 	9729	1	0	0	1	0	mmu-miR-5099	-0.06	-0.06	< 0.1
A530099J19Rik	ENSMUST00000151029.1	RIKEN cDNA A530099J19 gene 	17	1	0	0	1	1	mmu-miR-5099	-0.06	-0.10	< 0.1
Mylk4	ENSMUST00000057428.5	myosin light chain kinase family, member 4 	9397	1	0	0	1	0	mmu-miR-5099	-0.06	-0.06	< 0.1
Plxdc2	ENSMUST00000028081.7	plexin domain containing 2 	666	1	0	0	1	1	mmu-miR-5099	-0.06	-0.12	< 0.1
Thap2	ENSMUST00000020346.4	THAP domain containing, apoptosis associated protein 2 	411	1	0	0	1	0	mmu-miR-5099	-0.06	-0.08	< 0.1
Alkbh8	ENSMUST00000053407.6	alkB, alkylation repair homolog 8 (E. coli) 	693	2	0	0	2	0	mmu-miR-5099	-0.06	-0.14	< 0.1
