Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
E130309D14Rik	ENSMUST00000100866.2	RIKEN cDNA E130309D14 gene 	39	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Utp23	ENSMUST00000059599.9	UTP23, small subunit (SSU) processome component, homolog (yeast) 	1283	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.15	< 0.1
Tmem178	ENSMUST00000025092.4	transmembrane protein 178 	34	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.08	< 0.1
Skil	ENSMUST00000118470.2	SKI-like 	1628	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Flt4	ENSMUST00000020617.2	FMS-like tyrosine kinase 4 	354	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Rps17	ENSMUST00000080813.4	ribosomal protein S17 	108	1	1	0	0	1	mmu-miR-21a-3p	-0.02	-0.53	< 0.1
Ppp1r9a	ENSMUST00000035813.3	protein phosphatase 1, regulatory (inhibitor) subunit 9A 	208	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Scaf11	ENSMUST00000047835.6	SR-related CTD-associated factor 11 	2574	2	0	2	0	0	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
Ptprb	ENSMUST00000092167.5	protein tyrosine phosphatase, receptor type, B 	2280	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Ghitm	ENSMUST00000042564.10	growth hormone inducible transmembrane protein 	6265	1	0	1	0	2	mmu-miR-21a-3p	-0.02	-0.15	< 0.1
Invs	ENSMUST00000030029.4	inversin 	130	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Sphkap	ENSMUST00000160953.2	SPHK1 interactor, AKAP domain containing 	16	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.06	< 0.1
Bcl2	ENSMUST00000112751.1	B cell leukemia/lymphoma 2 	50	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.03	< 0.1
Ino80e	ENSMUST00000050833.8	INO80 complex subunit E 	438	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Apoo	ENSMUST00000113897.3	apolipoprotein O 	9	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.07	< 0.1
Lcp2	ENSMUST00000052413.5	lymphocyte cytosolic protein 2 	84	1	1	0	0	0	mmu-miR-21a-3p	-0.02	-0.26	< 0.1
Igf1	ENSMUST00000105300.3	insulin-like growth factor 1 	5701	2	0	2	0	0	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Mok	ENSMUST00000084974.5	MOK protein kinase 	48	2	0	2	0	1	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
Macf1	ENSMUST00000097897.5	microtubule-actin crosslinking factor 1 	2058	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cbl	ENSMUST00000037644.6	Casitas B-lineage lymphoma 	17	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.06	< 0.1
Ubap1	ENSMUST00000072866.6	ubiquitin-associated protein 1 	610	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.03	< 0.1
Otud6b	ENSMUST00000117268.2	OTU domain containing 6B 	103	3	0	2	1	0	mmu-miR-21a-3p	-0.02	-0.09	< 0.1
Rad54b	ENSMUST00000095145.6	RAD54 homolog B (S. cerevisiae) 	235	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.16	< 0.1
Hnrnpu	ENSMUST00000037748.8	heterogeneous nuclear ribonucleoprotein U 	31081	1	0	1	0	2	mmu-miR-21a-3p	-0.02	-0.07	< 0.1
Zfp157	ENSMUST00000085856.6	zinc finger protein 157 	162	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Atg2b	ENSMUST00000041055.7	autophagy related 2B 	806	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cdc5l	ENSMUST00000024727.8	cell division cycle 5-like (S. pombe) 	54	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Slc12a8	ENSMUST00000117134.1	solute carrier family 12 (potassium/chloride transporters), member 8 	10	1	0	0	1	0	mmu-miR-21a-3p	-0.02	-0.18	< 0.1
Tiam2	ENSMUST00000169838.2	T cell lymphoma invasion and metastasis 2 	213	1	0	0	1	0	mmu-miR-21a-3p	-0.02	-0.15	< 0.1
Hspa12a	ENSMUST00000066285.4	heat shock protein 12A 	67	1	1	0	0	1	mmu-miR-21a-3p	-0.02	-0.03	< 0.1
Lrtm1	ENSMUST00000055662.2	leucine-rich repeats and transmembrane domains 1 	600	1	0	0	1	3	mmu-miR-21a-3p	-0.02	-0.03	< 0.1
Runx3	ENSMUST00000056977.8	runt related transcription factor 3 	75	1	0	0	1	2	mmu-miR-21a-3p	-0.02	-0.23	< 0.1
Tmem229a	ENSMUST00000127247.3	transmembrane protein 229A 	683	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Glyat	ENSMUST00000119960.1	glycine-N-acyltransferase 	2287	1	0	0	1	4	mmu-miR-21a-3p	-0.02	-0.17	< 0.1
1700028P14Rik	ENSMUST00000035849.3	RIKEN cDNA 1700028P14 gene 	18	1	0	0	1	0	mmu-miR-21a-3p	-0.02	-0.14	< 0.1
Rab36	ENSMUST00000147802.2	RAB36, member RAS oncogene family 	47	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.03	< 0.1
Hif3a	ENSMUST00000108492.3	hypoxia inducible factor 3, alpha subunit 	15	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Trove2	ENSMUST00000159879.1	TROVE domain family, member 2 	122	1	0	1	0	2	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
Hap1	ENSMUST00000103124.5	huntingtin-associated protein 1 	42	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Fsd1l	ENSMUST00000132151.2	fibronectin type III and SPRY domain containing 1-like 	162	1	0	1	0	3	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Jmjd4	ENSMUST00000108777.4	jumonji domain containing 4 	760	2	0	2	0	1	mmu-miR-21a-3p	-0.02	-0.11	< 0.1
Dgki	ENSMUST00000101532.4	diacylglycerol kinase, iota 	6	4	0	3	1	5	mmu-miR-21a-3p	-0.02	-0.10	< 0.1
2410141K09Rik	ENSMUST00000172579.2	RIKEN cDNA 2410141K09 gene 	8	1	1	0	0	0	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
Rab5c	ENSMUST00000107364.2	RAB5C, member RAS oncogene family 	3267	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
9030624J02Rik	ENSMUST00000059390.7	RIKEN cDNA 9030624J02 gene 	122	1	0	1	0	2	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Rasgrp3	ENSMUST00000164192.2	RAS, guanyl releasing protein 3 	67	2	0	2	0	0	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Eif2ak1	ENSMUST00000100487.4	eukaryotic translation initiation factor 2 alpha kinase 1 	711	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cadps2	ENSMUST00000115358.3	Ca2+-dependent activator protein for secretion 2 	63	1	0	0	1	0	mmu-miR-21a-3p	-0.02	-0.13	< 0.1
Grin2a	ENSMUST00000115835.2	glutamate receptor, ionotropic, NMDA2A (epsilon 1) 	6	7	2	4	1	2	mmu-miR-21a-3p	-0.02	-0.15	< 0.1
Irs1	ENSMUST00000069799.2	insulin receptor substrate 1 	229	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Mettl4	ENSMUST00000171284.1	methyltransferase like 4 	455	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Wtap	ENSMUST00000159986.2	Wilms tumour 1-associating protein 	103	2	2	0	0	0	mmu-miR-21a-3p	-0.02	-0.52	< 0.1
Nudt15	ENSMUST00000043813.1	nudix (nucleoside diphosphate linked moiety X)-type motif 15 	13	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.16	< 0.1
Chd3	ENSMUST00000108661.2	chromodomain helicase DNA binding protein 3 	48	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cdc27	ENSMUST00000093923.3	cell division cycle 27 	1040	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Sulf1	ENSMUST00000177608.2	sulfatase 1 	802	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cacna1b	ENSMUST00000070864.8	calcium channel, voltage-dependent, N type, alpha 1B subunit 	35	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Phykpl	ENSMUST00000167797.2	5-phosphohydroxy-L-lysine phospholyase 	499	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.14	< 0.1
Mrpl11	ENSMUST00000025836.4	mitochondrial ribosomal protein L11 	371	2	0	2	0	1	mmu-miR-21a-3p	-0.02	-0.26	< 0.1
Slc6a20b	ENSMUST00000026273.8	solute carrier family 6 (neurotransmitter transporter), member 20B 	726	1	0	0	1	1	mmu-miR-21a-3p	-0.02	-0.06	< 0.1
Ptpn11	ENSMUST00000100770.3	protein tyrosine phosphatase, non-receptor type 11 	87	1	0	1	0	3	mmu-miR-21a-3p	-0.02	-0.20	< 0.1
Cenpm	ENSMUST00000089157.4	centromere protein M 	37	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Ptprs	ENSMUST00000086828.4	protein tyrosine phosphatase, receptor type, S 	1375	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Dennd5b	ENSMUST00000111557.2	DENN/MADD domain containing 5B 	493	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cbll1	ENSMUST00000064240.7	Casitas B-lineage lymphoma-like 1 	495	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.03	< 0.1
Pex7	ENSMUST00000020182.9	peroxisomal biogenesis factor 7 	598	1	0	0	1	1	mmu-miR-21a-3p	-0.02	-0.08	< 0.1
Eapp	ENSMUST00000161592.2	E2F-associated phosphoprotein 	521	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.14	< 0.1
Adamts6	ENSMUST00000065766.6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 	49	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Slc6a19	ENSMUST00000022048.5	solute carrier family 6 (neurotransmitter transporter), member 19 	963	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Csnk1a1	ENSMUST00000165123.2	casein kinase 1, alpha 1 	13682	3	2	1	0	2	mmu-miR-21a-3p	-0.02	-0.18	< 0.1
Elavl3	ENSMUST00000003501.7	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C) 	14	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Gramd1b	ENSMUST00000121357.2	GRAM domain containing 1B 	86	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Rere	ENSMUST00000105682.3	arginine glutamic acid dipeptide (RE) repeats 	443	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Dnajc1	ENSMUST00000166495.2	DnaJ (Hsp40) homolog, subfamily C, member 1 	546	2	0	2	0	1	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
Clec14a	ENSMUST00000062254.2	C-type lectin domain family 14, member a 	1117	2	0	0	2	1	mmu-miR-21a-3p	-0.02	-0.23	< 0.1
Fsbp	ENSMUST00000180239.1	fibrinogen silencer binding protein 	235	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.12	< 0.1
Fancf	ENSMUST00000169357.1	Fanconi anemia, complementation group F 	160	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.16	< 0.1
Fam83b	ENSMUST00000183437.2	family with sequence similarity 83, member B 	32	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Nav2	ENSMUST00000184945.2	neuron navigator 2 	536	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Sorl1	ENSMUST00000060989.8	sortilin-related receptor, LDLR class A repeats-containing 	1091	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Ssh1	ENSMUST00000159592.2	slingshot homolog 1 (Drosophila) 	678	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Adam23	ENSMUST00000087374.4	a disintegrin and metallopeptidase domain 23 	451	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Mpdz	ENSMUST00000107262.2	multiple PDZ domain protein 	814	1	0	1	0	4	mmu-miR-21a-3p	-0.02	-0.10	< 0.1
Ephb1	ENSMUST00000035129.8	Eph receptor B1 	58	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Stxbp5l	ENSMUST00000114787.2	syntaxin binding protein 5-like 	46	4	1	3	0	4	mmu-miR-21a-3p	-0.02	-0.13	< 0.1
Trip4	ENSMUST00000179395.2	thyroid hormone receptor interactor 4 	532	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Slc25a18	ENSMUST00000112682.2	solute carrier family 25 (mitochondrial carrier), member 18 	19	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.16	< 0.1
Prkar1a	ENSMUST00000106677.2	protein kinase, cAMP dependent regulatory, type I, alpha 	4853	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.10	< 0.1
Gria1	ENSMUST00000036315.10	glutamate receptor, ionotropic, AMPA1 (alpha 1) 	53	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Myocd	ENSMUST00000102635.4	myocardin 	102	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Cldn19	ENSMUST00000094823.3	claudin 19 	40	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.09	< 0.1
Tceal1	ENSMUST00000055104.5	transcription elongation factor A (SII)-like 1 	120	2	1	1	0	0	mmu-miR-21a-3p	-0.02	-0.42	< 0.1
Jarid2	ENSMUST00000173246.2	jumonji, AT rich interactive domain 2 	1458	1	0	1	0	3	mmu-miR-21a-3p	-0.02	-0.04	< 0.1
Smim14	ENSMUST00000139122.2	small integral membrane protein 14 	3795	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.22	< 0.1
Nos1	ENSMUST00000142742.3	nitric oxide synthase 1, neuronal 	16	2	1	1	0	0	mmu-miR-21a-3p	-0.02	-0.05	< 0.1
Ube3c	ENSMUST00000049453.4	ubiquitin protein ligase E3C 	2175	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Ddx4	ENSMUST00000099166.3	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 	14	1	0	1	0	1	mmu-miR-21a-3p	-0.02	-0.11	< 0.1
Shc4	ENSMUST00000042246.8	SHC (Src homology 2 domain containing) family, member 4 	16	1	0	1	0	0	mmu-miR-21a-3p	-0.02	-0.02	< 0.1
Usp26	ENSMUST00000114869.2	ubiquitin specific peptidase 26 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.01	< 0.1
Ccl9	ENSMUST00000019266.5	chemokine (C-C motif) ligand 9 	1949	2	0	1	1	2	mmu-miR-21a-3p	-0.01	-0.38	< 0.1
Dnm1	ENSMUST00000113352.3	dynamin 1 	180	1	0	0	1	1	mmu-miR-21a-3p	-0.01	-0.01	< 0.1
Ankrd63	ENSMUST00000104937.1	ankyrin repeat domain 63 	5	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.01	< 0.1
Gpam	ENSMUST00000061856.5	glycerol-3-phosphate acyltransferase, mitochondrial 	336	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Lzic	ENSMUST00000030842.7	leucine zipper and CTNNBIP1 domain containing 	747	1	0	1	0	2	mmu-miR-21a-3p	-0.01	-0.13	< 0.1
Layn	ENSMUST00000098782.3	layilin 	167	2	0	2	0	0	mmu-miR-21a-3p	-0.01	-0.04	< 0.1
Ryr3	ENSMUST00000080673.6	ryanodine receptor 3 	39	1	1	0	0	0	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Mturn	ENSMUST00000190641.1	maturin, neural progenitor differentiation regulator homolog (Xenopus) 	601	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Jak2	ENSMUST00000065796.4	Janus kinase 2 	609	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Nicn1	ENSMUST00000035227.6	nicolin 1 	160	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Tbx18	ENSMUST00000034991.7	T-box18 	125	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Fbxl17	ENSMUST00000024761.7	F-box and leucine-rich repeat protein 17 	1433	1	0	1	0	4	mmu-miR-21a-3p	-0.01	-0.07	< 0.1
Hist1h1a	ENSMUST00000055770.2	histone cluster 1, H1a 	5	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Acsl4	ENSMUST00000112907.2	acyl-CoA synthetase long-chain family member 4 	524	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Zfp775	ENSMUST00000061720.4	zinc finger protein 775 	210	1	0	0	1	2	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Gtf2h5	ENSMUST00000039487.4	general transcription factor IIH, polypeptide 5 	876	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.17	< 0.1
Hist1h2ac	ENSMUST00000171127.2	histone cluster 1, H2ac 	32	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.13	< 0.1
Sema3a	ENSMUST00000030714.7	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A 	440	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.05	< 0.1
Dhh	ENSMUST00000023737.4	desert hedgehog 	29	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.09	< 0.1
Esco1	ENSMUST00000097670.4	establishment of cohesion 1 homolog 1 (S. cerevisiae) 	391	1	1	0	0	0	mmu-miR-21a-3p	-0.01	-0.07	< 0.1
Tns4	ENSMUST00000017751.2	tensin 4 	17	1	1	0	0	0	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Rgl1	ENSMUST00000111859.2	ral guanine nucleotide dissociation stimulator,-like 1 	1044	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Tmem57	ENSMUST00000030628.9	transmembrane protein 57 	402	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.11	< 0.1
Ddx51	ENSMUST00000031478.5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51 	377	1	1	0	0	2	mmu-miR-21a-3p	-0.01	-0.04	< 0.1
Gpr146	ENSMUST00000051293.7	G protein-coupled receptor 146 	1974	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Gm5627	ENSMUST00000178539.1	predicted gene 5627 	24	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.08	< 0.1
Plxdc1	ENSMUST00000017561.9	plexin domain containing 1 	41	2	0	0	2	1	mmu-miR-21a-3p	-0.01	-0.07	< 0.1
Ptgfr	ENSMUST00000029670.5	prostaglandin F receptor 	172	1	0	0	1	1	mmu-miR-21a-3p	-0.01	-0.09	< 0.1
AU022252	ENSMUST00000141112.1	expressed sequence AU022252 	907	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.07	< 0.1
Hapln3	ENSMUST00000032827.7	hyaluronan and proteoglycan link protein 3 	14	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.12	< 0.1
Tgfbrap1	ENSMUST00000095014.2	transforming growth factor, beta receptor associated protein 1 	163	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Enpp1	ENSMUST00000105520.2	ectonucleotide pyrophosphatase/phosphodiesterase 1 	207	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Abcc5	ENSMUST00000079158.7	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	144	2	0	2	0	1	mmu-miR-21a-3p	-0.01	-0.13	< 0.1
Cit	ENSMUST00000051704.9	citron 	7	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Ddi2	ENSMUST00000102484.4	DNA-damage inducible protein 2 	2606	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Fcho1	ENSMUST00000093444.7	FCH domain only 1 	13	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Mpp5	ENSMUST00000082024.5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) 	289	2	0	1	1	0	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Lztfl1	ENSMUST00000026274.8	leucine zipper transcription factor-like 1 	549	2	1	1	0	0	mmu-miR-21a-3p	-0.01	-0.23	< 0.1
Slc35f6	ENSMUST00000062962.6	solute carrier family 35, member F6 	734	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.04	< 0.1
March5	ENSMUST00000024078.8	membrane-associated ring finger (C3HC4) 5 	9447	3	1	2	0	0	mmu-miR-21a-3p	-0.01	-0.44	< 0.1
Sec24a	ENSMUST00000109097.3	Sec24 related gene family, member A (S. cerevisiae) 	895	2	0	2	0	0	mmu-miR-21a-3p	-0.01	-0.05	< 0.1
Fermt1	ENSMUST00000038280.4	fermitin family homolog 1 (Drosophila) 	45	2	0	2	0	2	mmu-miR-21a-3p	-0.01	-0.14	< 0.1
Ebp	ENSMUST00000033509.9	phenylalkylamine Ca2+ antagonist (emopamil) binding protein 	178	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.10	< 0.1
Lbp	ENSMUST00000016168.3	lipopolysaccharide binding protein 	434	2	0	2	0	0	mmu-miR-21a-3p	-0.01	-0.19	< 0.1
Ift22	ENSMUST00000008131.8	intraflagellar transport 22 	247	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.06	< 0.1
Actr1a	ENSMUST00000040270.4	ARP1 actin-related protein 1A, centractin alpha 	165	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Stat5b	ENSMUST00000107358.3	signal transducer and activator of transcription 5B 	263	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Ceacam1	ENSMUST00000098666.3	carcinoembryonic antigen-related cell adhesion molecule 1 	1176	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.01	< 0.1
Sgip1	ENSMUST00000106882.3	SH3-domain GRB2-like (endophilin) interacting protein 1 	52	2	0	2	0	0	mmu-miR-21a-3p	-0.01	-0.10	< 0.1
Prr5l	ENSMUST00000163762.2	proline rich 5 like 	113	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Bche	ENSMUST00000029367.5	butyrylcholinesterase 	330	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Adra1a	ENSMUST00000159365.2	adrenergic receptor, alpha 1a 	201	1	0	1	0	2	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Ccr1	ENSMUST00000026911.4	chemokine (C-C motif) receptor 1 	104	2	0	1	1	1	mmu-miR-21a-3p	-0.01	-0.07	< 0.1
Syne3	ENSMUST00000067005.4	spectrin repeat containing, nuclear envelope family member 3 	266	1	0	1	0	2	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Pdzd4	ENSMUST00000002080.6	PDZ domain containing 4 	41	1	1	0	0	0	mmu-miR-21a-3p	-0.01	-0.31	< 0.1
Pgm2l1	ENSMUST00000084935.4	phosphoglucomutase 2-like 1 	290	1	0	1	0	3	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Cnot2	ENSMUST00000168036.2	CCR4-NOT transcription complex, subunit 2 	3267	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.11	< 0.1
Mapk9	ENSMUST00000109179.3	mitogen-activated protein kinase 9 	1683	1	1	0	0	2	mmu-miR-21a-3p	-0.01	-0.12	< 0.1
Prkar2b	ENSMUST00000036497.10	protein kinase, cAMP dependent regulatory, type II beta 	279	1	1	0	0	0	mmu-miR-21a-3p	-0.01	-0.24	< 0.1
Abcg8	ENSMUST00000045714.9	ATP-binding cassette, sub-family G (WHITE), member 8 	462	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Ptprd	ENSMUST00000107289.3	protein tyrosine phosphatase, receptor type, D 	575	2	0	2	0	1	mmu-miR-21a-3p	-0.01	-0.04	< 0.1
Cln8	ENSMUST00000027554.7	ceroid-lipofuscinosis, neuronal 8 	1407	2	0	1	1	3	mmu-miR-21a-3p	-0.01	-0.16	< 0.1
Il17rb	ENSMUST00000122205.2	interleukin 17 receptor B 	128	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.06	< 0.1
Zfp759	ENSMUST00000052716.7	zinc finger protein 759 	167	1	0	0	1	1	mmu-miR-21a-3p	-0.01	-0.10	< 0.1
Ttll10	ENSMUST00000051509.9	tubulin tyrosine ligase-like family, member 10 	25	1	0	0	1	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Fat1	ENSMUST00000191428.1	FAT tumor suppressor homolog 1 (Drosophila) 	610	2	0	1	1	1	mmu-miR-21a-3p	-0.01	-0.11	< 0.1
Ssbp2	ENSMUST00000004094.9	single-stranded DNA binding protein 2 	715	3	0	3	0	3	mmu-miR-21a-3p	-0.01	-0.18	< 0.1
Clec2h	ENSMUST00000032518.4	C-type lectin domain family 2, member h 	848	2	1	1	0	0	mmu-miR-21a-3p	-0.01	-0.25	< 0.1
Zbtb41	ENSMUST00000039867.7	zinc finger and BTB domain containing 41 homolog 	806	1	1	0	0	0	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Agpat6	ENSMUST00000167004.1	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) 	1804	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Lrrtm3	ENSMUST00000105439.1	leucine rich repeat transmembrane neuronal 3 	15	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Itk	ENSMUST00000020664.7	IL2 inducible T cell kinase 	7	1	0	1	0	4	mmu-miR-21a-3p	-0.01	-0.09	< 0.1
Rab10	ENSMUST00000021001.8	RAB10, member RAS oncogene family 	1042	1	0	1	0	2	mmu-miR-21a-3p	-0.01	-0.21	< 0.1
Fam84a	ENSMUST00000020926.6	family with sequence similarity 84, member A 	107	5	0	4	1	4	mmu-miR-21a-3p	-0.01	-0.17	< 0.1
Asic1	ENSMUST00000023758.7	acid-sensing (proton-gated) ion channel 1 	53	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Dzank1	ENSMUST00000081982.6	double zinc ribbon and ankyrin repeat domains 1 	16	1	0	1	0	0	mmu-miR-21a-3p	-0.01	-0.02	< 0.1
Ccser2	ENSMUST00000090024.5	coiled-coil serine rich 2 	263	1	0	1	0	1	mmu-miR-21a-3p	-0.01	-0.03	< 0.1
Slc35g2	ENSMUST00000093792.3	solute carrier family 35, member G2 	59	2	0	2	0	0	mmu-miR-21a-3p	-0.01	-0.20	< 0.1
